adsorbate,bob_0,bob_1,bob_2,bob_3,bob_4,bob_5,bob_6,bob_7,bob_8,bob_9,bob_10,bob_11,bob_12,bob_13,bob_14,bob_15,bob_16,bob_17,bob_18,bob_19,bob_20,bob_21,bob_22,bob_23,bob_24,bob_25,bob_26,bob_27,bob_28,bob_29,bob_30,bob_31,bob_32,bob_33,bob_34,bob_35,bob_36,bob_37,bob_38,bob_39,bob_40,bob_41,bob_42,bob_43,bob_44,bob_45,bob_46,bob_47,bob_48,bob_49,bob_50,bob_51,bob_52,bob_53,bob_54,bob_55,bob_56,bob_57,bob_58,bob_59,bob_60,bob_61,bob_62,bob_63,bob_64,bob_65,bob_66,bob_67,bob_68,bob_69,bob_70,bob_71,bob_72,bob_73,bob_74,bob_75,bob_76,bob_77,bob_78,bob_79,bob_80,bob_81,bob_82,bob_83,bob_84,bob_85,bob_86,bob_87,bob_88,bob_89,bob_90,bob_91,bob_92,bob_93,bob_94,bob_95,bob_96,bob_97,bob_98,bob_99,bob_100,bob_101,bob_102,bob_103,bob_104,bob_105,bob_106,bob_107,bob_108,bob_109,bob_110,bob_111,bob_112,bob_113,bob_114,bob_115,bob_116,bob_117,bob_118,bob_119,bob_120,bob_121,bob_122,bob_123,bob_124,bob_125,bob_126,bob_127,bob_128,bob_129,bob_130,bob_131,bob_132,bob_133,bob_134,bob_135,bob_136,bob_137,bob_138,bob_139,bob_140,bob_141,bob_142,bob_143,bob_144,bob_145,bob_146,bob_147,bob_148,bob_149,bob_150,bob_151,bob_152,bob_153,bob_154,bob_155,bob_156,bob_157,bob_158,bob_159,bob_160,bob_161,bob_162,bob_163,bob_164,bob_165,bob_166,bob_167,bob_168,bob_169,bob_170,bob_171,bob_172,bob_173,bob_174,bob_175,bob_176,bob_177,bob_178,bob_179,bob_180,bob_181,bob_182,bob_183,bob_184,bob_185,bob_186,bob_187,bob_188,bob_189,bob_190,bob_191,bob_192,bob_193,bob_194,bob_195
A58,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.71143735,12.71143735,0,0,0,0,11.51192367,11.51192367,0,0,0,0,0.5,0.5,0,0,0,0,0,0,10.2146523,10.2146523,10.52734252,10.52734252,18.70040884,18.70040884,20.94823744,20.94823744,0,0,0,0,0,0,0,0,0,0,1.218265144,1.218265144,1.470740606,1.470740606,1.652519144,1.652519144,2.86213506,2.86213506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.387046533,1.387046533,1.487779296,1.487779296,2.096906639,2.096906639,4.309874322,4.309874322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186043261,0.186043261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A59,36.8581052,36.8581052,0,73.51669472,73.51669472,0,13.23346392,13.23346392,0,0,0,0,12.02638022,12.02638022,0,0,0,0,0.5,0.5,0,0,0,0,0,0,10.39334426,10.39334426,10.57582434,10.57582434,18.60854864,18.60854864,19.08543887,19.08543887,0,0,0,0,0,0,0,0,0,0,0.98823429,0.98823429,1.292657877,1.292657877,1.64699972,1.64699972,1.683547767,1.683547767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118650393,1.118650393,1.820017049,1.820017049,4.305228456,4.305228456,4.310265285,4.310265285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160200655,0.160200655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A60,36.8581052,36.8581052,0,0,0,0,12.78549447,12.78549447,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.487919841,1.487919841,1.488043933,1.488043933,1.48824208,1.48824208,2.880799752,2.880799752,2.881780429,2.881780429,2.882012832,2.882012832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294811806,0.294811806,0.294903452,0.294903452,0.295010799,0.295010799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A61,36.8581052,36.8581052,0,0,0,0,12.89657221,12.89657221,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41354285,1.41354285,1.453566875,1.453566875,1.459085353,1.459085353,2.881048657,2.881048657,2.881178506,2.881178506,2.882566016,2.882566016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195089878,0.195089878,0.195156453,0.195156453,0.28926952,0.28926952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A62,36.8581052,36.8581052,0,73.51669472,0,0,12.63416209,12.63416209,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.60212778,10.60212778,20.91178809,20.91178809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47743325,1.47743325,1.485972249,1.485972249,1.492628699,1.492628699,2.878104435,2.878104435,2.878480896,2.878480896,2.887242826,2.887242826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359582208,1.359582208,1.372559794,1.372559794,1.663581548,1.663581548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290827467,0.290827467,0.290902782,0.290902782,0.298376678,0.298376678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A63,36.8581052,36.8581052,0,73.51669472,0,0,13.06570487,13.06570487,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.53218455,10.53218455,19.71023016,19.71023016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42684294,1.42684294,1.474911683,1.474911683,1.48571824,1.48571824,2.86191861,2.86191861,2.882825733,2.882825733,2.895229804,2.895229804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.273894116,1.273894116,1.600112097,1.600112097,2.067202434,2.067202434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17362658,0.17362658,0.215569339,0.215569339,0.287485598,0.287485598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A64,36.8581052,36.8581052,0,73.51669472,0,0,12.66560982,12.66560982,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.22762225,10.22762225,18.09158796,18.09158796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.487530704,1.487530704,1.489947325,1.489947325,1.504220051,1.504220051,2.850125875,2.850125875,2.856130533,2.856130533,2.871523026,2.871523026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2470595,1.2470595,2.059170649,2.059170649,2.070778259,2.070778259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217201831,0.217201831,0.22072148,0.22072148,0.294925483,0.294925483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A65,36.8581052,36.8581052,0,73.51669472,0,0,12.82286737,12.82286737,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.58059672,10.58059672,18.84512967,18.84512967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980155681,0.980155681,1.462193338,1.462193338,1.466922527,1.466922527,1.670262097,1.670262097,2.882377015,2.882377015,2.884576657,2.884576657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523576729,1.523576729,1.527256078,1.527256078,4.240534233,4.240534233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14409938,0.14409938,0.144911752,0.144911752,0.289241003,0.289241003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A66,36.8581052,36.8581052,0,73.51669472,0,0,12.84650402,12.84650402,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.54491965,10.54491965,18.2540736,18.2540736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981761127,0.981761127,1.423733799,1.423733799,1.446950519,1.446950519,1.645270784,1.645270784,2.874210938,2.874210938,2.882329614,2.882329614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.509725036,1.509725036,2.023853791,2.023853791,4.329744301,4.329744301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142413966,0.142413966,0.192000324,0.192000324,0.23068266,0.23068266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A67,36.8581052,36.8581052,0,73.51669472,0,0,12.62938693,12.62938693,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.4127264,10.4127264,17.88994424,17.88994424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.273112693,1.273112693,1.484183745,1.484183745,1.494388043,1.494388043,1.619465208,1.619465208,2.863138323,2.863138323,2.880183312,2.880183312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.012847587,2.012847587,2.076090333,2.076090333,4.313627245,4.313627245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186408933,0.186408933,0.213577987,0.213577987,0.295545935,0.295545935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A68,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.26443203,12.26443203,0,0,0,0,11.44092046,11.44092046,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.19262309,10.19262309,10.35741797,10.35741797,18.39858714,18.39858714,20.20707304,20.20707304,0,0,0,0,0,0,0,0,0,0,1.417050934,1.417050934,1.468485641,1.468485641,1.469171474,1.469171474,2.793942883,2.793942883,2.83140299,2.83140299,2.856059667,2.856059667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234406948,1.234406948,1.27652105,1.27652105,1.490070822,1.490070822,2.028026424,2.028026424,2.051788349,2.051788349,2.100692824,2.100692824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197703618,0.197703618,0.22131935,0.22131935,0.290844531,0.290844531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A69,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.49605513,12.49605513,0,0,0,0,9.532061882,9.532061882,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.22834296,10.22834296,11.11717838,11.11717838,18.21113951,18.21113951,18.88903863,18.88903863,0,0,0,0,0,0,0,0,0,0,0.993133557,0.993133557,1.476463044,1.476463044,1.512555174,1.512555174,1.645356828,1.645356828,2.853780562,2.853780562,2.865506683,2.865506683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969163614,0.969163614,1.636637009,1.636637009,1.765924836,1.765924836,2.0452957,2.0452957,2.081076956,2.081076956,4.165977736,4.165977736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152332869,0.152332869,0.156304987,0.156304987,0.29428178,0.29428178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A70,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.66472012,12.66472012,0,0,0,0,12.83468686,12.83468686,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.66114353,10.66114353,10.70002307,10.70002307,18.36686117,18.36686117,20.6047919,20.6047919,0,0,0,0,0,0,0,0,0,0,1.403026025,1.403026025,1.416349386,1.416349386,1.442658751,1.442658751,1.672832814,1.672832814,2.848590048,2.848590048,2.883838775,2.883838775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252779295,1.252779295,1.314717664,1.314717664,2.051837209,2.051837209,2.061848898,2.061848898,2.072929391,2.072929391,4.260559493,4.260559493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156996519,0.156996519,0.189434463,0.189434463,0.207500458,0.207500458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A71,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.19807957,12.19807957,0,0,0,0,10.69737924,10.69737924,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.45247946,10.45247946,10.50432416,10.50432416,18.12339789,18.12339789,21.03171193,21.03171193,0,0,0,0,0,0,0,0,0,0,1.177310805,1.177310805,1.456729323,1.456729323,1.476116833,1.476116833,1.624504949,1.624504949,2.858427851,2.858427851,2.885745837,2.885745837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169547264,1.169547264,1.316164738,1.316164738,1.668552657,1.668552657,2.012167607,2.012167607,2.086100942,2.086100942,4.244521584,4.244521584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185412274,0.185412274,0.230739942,0.230739942,0.290564401,0.290564401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A72,36.8581052,36.8581052,0,0,0,0,12.87631083,12.87631083,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459518921,1.459518921,1.461116372,1.461116372,1.488057659,1.488057659,1.517238244,1.517238244,2.86090681,2.86090681,2.874148402,2.874148402,2.877473821,2.877473821,2.883872879,2.883872879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170462572,0.170462572,0.205088706,0.205088706,0.218505523,0.218505523,0.292066557,0.292066557,0.295981636,0.295981636,0.297109312,0.297109312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A73,36.8581052,36.8581052,0,0,0,0,12.74901615,12.74901615,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.451280278,1.451280278,1.451585197,1.451585197,1.452622331,1.452622331,1.453495954,1.453495954,2.888405362,2.888405362,2.888698467,2.888698467,2.891033619,2.891033619,2.89144105,2.89144105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175647519,0.175647519,0.175833005,0.175833005,0.220912597,0.220912597,0.221715145,0.221715145,0.289107102,0.289107102,0.289149099,0.289149099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A74,36.8581052,36.8581052,0,73.51669472,0,0,12.63382408,12.63382408,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,10.3767179,10.3767179,18.36550325,18.36550325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44901669,1.44901669,1.463446404,1.463446404,1.478893755,1.478893755,1.487047594,1.487047594,2.866992254,2.866992254,2.871766113,2.871766113,2.878938394,2.878938394,2.886877672,2.886877672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.258402611,1.258402611,1.513947711,1.513947711,1.573061795,1.573061795,2.075114101,2.075114101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170145859,0.170145859,0.207837355,0.207837355,0.212119636,0.212119636,0.294352412,0.294352412,0.294872192,0.294872192,0.295087097,0.295087097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A75,36.8581052,36.8581052,0,73.51669472,0,0,12.57199112,12.57199112,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,10.40079839,10.40079839,17.94942381,17.94942381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.438640862,1.438640862,1.453755205,1.453755205,1.456400815,1.456400815,1.458219881,1.458219881,2.750438342,2.750438342,2.854231769,2.854231769,2.86681652,2.86681652,2.892283264,2.892283264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.247109615,1.247109615,1.513880958,1.513880958,2.00229238,2.00229238,2.052196294,2.052196294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168681532,0.168681532,0.204479228,0.204479228,0.205891102,0.205891102,0.215002539,0.215002539,0.293946407,0.293946407,0.295722738,0.295722738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A76,36.8581052,36.8581052,0,73.51669472,0,0,12.80151119,12.80151119,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,10.91361013,10.91361013,19.50968908,19.50968908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983580324,0.983580324,1.476961819,1.476961819,1.489996097,1.489996097,1.51299277,1.51299277,1.66796053,1.66796053,2.871722047,2.871722047,2.878784485,2.878784485,2.885681922,2.885681922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.345220281,1.345220281,1.428365928,1.428365928,1.754325512,1.754325512,4.080489945,4.080489945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133864319,0.133864319,0.13990725,0.13990725,0.153792285,0.153792285,0.290308441,0.290308441,0.291754125,0.291754125,0.299898186,0.299898186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A77,36.8581052,36.8581052,0,73.51669472,0,0,12.74259625,12.74259625,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,10.64132042,10.64132042,18.28545409,18.28545409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983354566,0.983354566,1.440441844,1.440441844,1.463341072,1.463341072,1.469895841,1.469895841,1.638551769,1.638551769,2.876346965,2.876346965,2.888235353,2.888235353,2.888847452,2.888847452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327023375,1.327023375,1.740730823,1.740730823,2.02288131,2.02288131,4.318623705,4.318623705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13283698,0.13283698,0.155823226,0.155823226,0.175741548,0.175741548,0.221484038,0.221484038,0.227415348,0.227415348,0.288843708,0.288843708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A78,36.8581052,36.8581052,0,73.51669472,0,0,12.63972968,12.63972968,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,10.12684668,10.12684668,17.45414695,17.45414695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087558187,1.087558187,1.481863295,1.481863295,1.484502129,1.484502129,1.512242317,1.512242317,1.588493243,1.588493243,2.859062936,2.859062936,2.876099964,2.876099964,2.880768381,2.880768381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243421165,1.243421165,2.034225128,2.034225128,2.069961962,2.069961962,4.290940806,4.290940806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140066353,0.140066353,0.18738946,0.18738946,0.214310058,0.214310058,0.224646276,0.224646276,0.241765015,0.241765015,0.294412341,0.294412341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A79,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.46643951,12.46643951,0,0,0,0,10.96601485,10.96601485,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,10.30887343,10.30887343,10.40297944,10.40297944,17.93116305,17.93116305,18.193017,18.193017,0,0,0,0,0,0,0,0,0,0,1.468418254,1.468418254,1.471409102,1.471409102,1.475094002,1.475094002,1.476315132,1.476315132,2.847686647,2.847686647,2.862286864,2.862286864,2.86807954,2.86807954,2.876460298,2.876460298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253167799,1.253167799,1.261413234,1.261413234,1.600847643,1.600847643,1.617611734,1.617611734,2.031169882,2.031169882,2.039770083,2.039770083,2.094616409,2.094616409,2.106494998,2.106494998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172282519,0.172282519,0.208239541,0.208239541,0.208693021,0.208693021,0.221365847,0.221365847,0.292730861,0.292730861,0.292889247,0.292889247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A80,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.4409889,12.4409889,0,0,0,0,11.67655694,11.67655694,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,10.37567333,10.37567333,10.4923695,10.4923695,18.32630908,18.32630908,18.36051769,18.36051769,0,0,0,0,0,0,0,0,0,0,1.285585387,1.285585387,1.44154036,1.44154036,1.45789943,1.45789943,1.458105966,1.458105966,1.64993648,1.64993648,2.73806525,2.73806525,2.85588564,2.85588564,2.885644693,2.885644693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24607089,1.24607089,1.25068765,1.25068765,1.554564666,1.554564666,1.735073968,1.735073968,2.005793689,2.005793689,2.093460627,2.093460627,2.093918339,2.093918339,4.291021427,4.291021427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149189805,0.149189805,0.18688009,0.18688009,0.186958006,0.186958006,0.207558911,0.207558911,0.21198467,0.21198467,0.292707196,0.292707196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
